time              Acceleration                 	Velocity                 Angel_Acceleration            	Angel_Velocity
1.2300s     (0.00000,1.57000,0.00000)    (0.00000,1.93110,0.00000)    (0.00000,0.00000,2.10498)    (0.00000,0.00000,0.66055)
1.2400s     (0.00000,1.57000,0.00000)    (0.00000,1.94680,0.00000)    (0.00000,0.00000,3.13305)    (0.00000,0.00000,0.69188)
1.2500s     (0.00000,1.57000,0.00000)    (0.00000,1.96250,0.00000)    (0.00000,0.00000,2.38234)    (0.00000,0.00000,0.71570)
1.2600s     (0.00000,1.57000,0.00000)    (0.00000,1.97820,0.00000)    (0.00000,0.00000,0.24625)    (0.00000,0.00000,0.71817)
1.2700s     (0.00000,1.57000,0.00000)    (0.00000,1.99390,0.00000)    (0.00000,0.00000,-2.05004)    (0.00000,0.00000,0.69767)
1.2800s     (0.00000,1.57000,0.00000)    (0.00000,2.00960,0.00000)    (0.00000,0.00000,-3.13390)    (0.00000,0.00000,0.66633)
1.2900s     (0.00000,1.57000,0.00000)    (0.00000,2.02530,0.00000)    (0.00000,0.00000,-2.31509)    (0.00000,0.00000,0.64318)
1.3000s     (0.00000,1.57000,0.00000)    (0.00000,2.04100,0.00000)    (0.00000,0.00000,-0.05696)    (0.00000,0.00000,0.64261)
1.3100s     (0.00000,1.57000,0.00000)    (0.00000,2.05670,0.00000)    (0.00000,0.00000,2.25096)    (0.00000,0.00000,0.66512)
1.3200s     (0.00000,1.57000,0.00000)    (0.00000,2.07240,0.00000)    (0.00000,0.00000,3.13570)    (0.00000,0.00000,0.69647)
1.3300s     (0.00000,1.57000,0.00000)    (0.00000,2.08810,0.00000)    (0.00000,0.00000,1.99390)    (0.00000,0.00000,0.71641)
1.3400s     (0.00000,1.57000,0.00000)    (0.00000,2.10380,0.00000)    (0.00000,0.00000,-0.46690)    (0.00000,0.00000,0.71174)
1.3500s     (0.00000,1.57000,0.00000)    (0.00000,2.11950,0.00000)    (0.00000,0.00000,-2.63128)    (0.00000,0.00000,0.68543)
1.3600s     (0.00000,1.57000,0.00000)    (0.00000,2.13520,0.00000)    (0.00000,0.00000,-3.02264)    (0.00000,0.00000,0.65520)
1.3700s     (0.00000,1.57000,0.00000)    (0.00000,2.15090,0.00000)    (0.00000,0.00000,-1.33204)    (0.00000,0.00000,0.64188)
1.3800s     (0.00000,1.57000,0.00000)    (0.00000,2.16660,0.00000)    (0.00000,0.00000,1.30047)    (0.00000,0.00000,0.65489)
1.3900s     (0.00000,1.57000,0.00000)    (0.00000,2.18230,0.00000)    (0.00000,0.00000,3.02440)    (0.00000,0.00000,0.68513)
